old_locus_tag	level1	level2	level3	level4	level5	level6
SYNPCC7002_A1523	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0120	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A2270	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_G0005	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_G0139	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_G0102	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_G0088	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_G0087	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_G0086	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_G0083	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0002	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_G0097	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_G0091	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_G0079	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_G0080	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0635	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0634	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A1648	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A1735	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A1733	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A1734	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A2501	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A2499	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A2500	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0310	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A2149	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0154	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A2728	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0421	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0418	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A2427	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A1021	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0769	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A2231	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A2230	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A2232	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A1720	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A1721	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A1722	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A1723	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0686	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A1940	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A2106	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A1334	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A2242	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_G0063	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0166	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A2223	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0240	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0705	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A2839	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_G0064	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A1481	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0611	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A1482	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0910	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A1813	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_G0073	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A1963	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_G0123	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A1313	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A2338	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A2428	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0325	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A1069	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A2208	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A2754	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A1070	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A2737	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A2778	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0118	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A2872	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_G0035	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A2761	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0125	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A2462	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A2163	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0466	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A2580	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A1177	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0273	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A1318	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_G0137	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A1317	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_G0136	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0465	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0033	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0438	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A1210	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0637	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_G0081	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_G0098	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_G0103	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_G0138	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_G0006	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A1501	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0318	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0041	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0770	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0844	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A1234	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A0212	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A1186	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
SYNPCC7002_A2297	KEGG Orthology (KO)	09180 Brite Hierarchies	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:syp02000]		
